Transaction_Amount,Transaction_Type,Location,Time_of_Day,Card_Type,Previous_Fraud_History,Account_Age,Credit_Utilization,Fraudulent
1759,Online,International,Afternoon,Debit,1,5,0.2609577909514903,0
577,In-Person,International,Night,Debit,0,9,0.12636623175693742,0
4910,In-Person,International,Night,Debit,1,2,0.16715371875695884,0
891,Online,International,Morning,Debit,0,2,0.19735517642547362,0
649,In-Person,Domestic,Afternoon,Debit,0,5,0.3030935470575953,0
3971,Online,Domestic,Afternoon,Debit,1,1,0.5155531386430768,0
4430,In-Person,Domestic,Afternoon,Credit,1,5,0.30907756619783766,0
4547,Online,International,Night,Debit,0,5,0.6265286309129012,0
4909,In-Person,Domestic,Afternoon,Credit,1,8,0.9984698456255973,0
2345,In-Person,Domestic,Afternoon,Debit,0,6,0.5483629850458223,1
4331,In-Person,International,Night,Credit,0,6,0.7811698191101226,0
2995,In-Person,International,Afternoon,Credit,1,5,0.36316140165601396,0
569,In-Person,International,Afternoon,Debit,0,5,0.9665917628137949,0
723,Online,Domestic,Night,Credit,1,8,0.3241949280329771,0
4603,In-Person,International,Afternoon,Debit,0,1,0.6369679030801898,0
3998,Online,Domestic,Morning,Credit,0,9,0.9849976294458107,0
266,Online,Domestic,Night,Debit,1,6,0.827421046956316,0
586,Online,Domestic,Afternoon,Credit,0,9,0.9928299757395128,0
47,Online,Domestic,Morning,Credit,0,2,0.4417641871528242,0
2082,In-Person,Domestic,Night,Debit,0,3,0.16986834749242632,0
4515,In-Person,International,Afternoon,Credit,1,1,0.3191415904797602,0
470,In-Person,Domestic,Night,Debit,1,5,0.9618521537113978,0
1450,In-Person,Domestic,Morning,Debit,0,2,0.4335202197830763,0
4488,Online,Domestic,Night,Credit,0,1,0.21229627084141317,0
1842,Online,Domestic,Afternoon,Credit,0,9,0.6337943223225464,0
4674,Online,Domestic,Morning,Credit,1,9,0.5503812559482089,0
3409,In-Person,International,Night,Debit,0,6,0.15622215888925797,0
442,In-Person,Domestic,Afternoon,Debit,0,8,0.5076510821905293,0
4161,In-Person,Domestic,Afternoon,Debit,1,9,0.6695818228723543,0
1761,In-Person,Domestic,Morning,Debit,1,5,0.3094191669988261,0
2057,Online,Domestic,Morning,Credit,0,2,0.21199665836221226,0
2850,In-Person,International,Night,Debit,1,4,0.8783170757034408,0
266,In-Person,Domestic,Afternoon,Debit,0,3,0.6629032876714224,0
681,Online,Domestic,Morning,Credit,1,7,0.23973116057296087,0
499,Online,Domestic,Afternoon,Credit,1,8,0.6661972896257569,0
3724,In-Person,Domestic,Night,Credit,1,5,0.7617303089708721,0
2106,In-Person,International,Morning,Debit,1,2,0.6377752249635411,0
1692,Online,International,Night,Credit,0,9,0.20454113043532585,0
4421,In-Person,International,Night,Credit,0,1,0.21227026721237333,0
2470,Online,Domestic,Morning,Debit,1,5,0.14063038557147745,0
4539,Online,International,Night,Debit,0,3,0.3106036138238296,0
3922,In-Person,International,Afternoon,Debit,0,8,0.1536841756618972,0
1985,Online,International,Morning,Debit,0,8,0.8247731388859486,0
3226,In-Person,International,Afternoon,Credit,1,1,0.11386497512469229,0
1399,In-Person,International,Night,Debit,1,4,0.6229152637500831,0
4525,In-Person,Domestic,Morning,Credit,0,8,0.8288500672780135,0
3866,In-Person,International,Afternoon,Credit,0,9,0.9053766920185337,0
1594,Online,International,Afternoon,Debit,0,9,0.46850954939475375,0
4949,In-Person,International,Afternoon,Debit,0,2,0.6588318673689962,0
2973,In-Person,Domestic,Afternoon,Debit,1,9,0.9560504441594939,0
4539,Online,Domestic,Afternoon,Debit,0,8,0.7044494062131114,0
986,In-Person,International,Night,Credit,0,9,0.9109831310414125,0
3374,In-Person,Domestic,Night,Debit,0,9,0.7158628083570358,0
55,In-Person,Domestic,Night,Debit,0,3,0.1611975420545269,0
1203,In-Person,International,Night,Credit,0,5,0.27719469999146096,0
3352,Online,Domestic,Night,Credit,1,3,0.9464059335911347,0
4522,Online,International,Night,Credit,1,6,0.8598420328269123,0
4953,In-Person,International,Night,Debit,1,5,0.4804496071513257,0
256,Online,International,Afternoon,Credit,1,2,0.24501309480994968,0
3229,Online,Domestic,Night,Credit,1,3,0.24145337268366845,0
4335,Online,International,Afternoon,Credit,0,7,0.9143758112327778,0
801,Online,International,Morning,Debit,1,5,0.2495870928274457,0
646,In-Person,Domestic,Night,Credit,1,3,0.44765197196811113,0
3785,Online,International,Afternoon,Debit,1,4,0.9107238707092605,0
2431,In-Person,Domestic,Morning,Credit,0,6,0.13008958320251757,0
4843,In-Person,Domestic,Morning,Credit,0,8,0.6676670264049634,0
1098,Online,International,Afternoon,Credit,0,7,0.41553602954819335,0
4193,In-Person,Domestic,Afternoon,Credit,0,3,0.1970049808225267,0
3169,Online,International,Afternoon,Credit,1,2,0.6107715186509914,0
722,In-Person,Domestic,Night,Credit,1,3,0.5364110679625093,0
4706,In-Person,Domestic,Morning,Debit,1,5,0.1892813843703816,0
3654,Online,Domestic,Night,Debit,0,7,0.3404901404937656,0
3900,In-Person,Domestic,Night,Debit,1,8,0.766320567102865,0
2596,Online,International,Night,Credit,1,6,0.780265213778743,0
4319,In-Person,International,Morning,Debit,0,2,0.6388144588260802,0
2118,In-Person,Domestic,Morning,Credit,0,2,0.1994384615639659,0
4803,Online,International,Morning,Debit,1,5,0.8677826292130265,0
3624,Online,International,Afternoon,Credit,1,5,0.25543358415179795,0
1252,Online,International,Night,Debit,1,1,0.7488445477444278,0
2069,In-Person,International,Afternoon,Credit,1,1,0.13832583588445135,0
3496,Online,International,Afternoon,Credit,1,9,0.3986468592837882,0
4342,Online,International,Night,Debit,1,7,0.5305254345848657,0
3820,Online,International,Morning,Credit,0,8,0.12516764245643916,0
3910,Online,Domestic,Night,Debit,0,5,0.25439825896364693,0
2615,In-Person,International,Afternoon,Debit,1,3,0.3870192276699427,0
4752,In-Person,Domestic,Morning,Debit,0,3,0.9842566224310167,0
3044,In-Person,Domestic,Morning,Debit,1,3,0.8015282591948991,0
4578,In-Person,Domestic,Afternoon,Credit,1,1,0.8566268245460735,0
4217,In-Person,International,Morning,Debit,0,3,0.7007652001379095,0
4061,In-Person,International,Morning,Credit,0,2,0.36315505763094225,0
3373,Online,Domestic,Night,Credit,1,8,0.7385031131715059,0
4031,In-Person,Domestic,Night,Credit,0,6,0.7063668815994807,0
1855,Online,International,Afternoon,Debit,1,5,0.6489560629774589,0
392,Online,International,Afternoon,Credit,0,1,0.3684893532083525,0
4122,Online,International,Afternoon,Credit,1,2,0.3368929268114383,0
4598,Online,Domestic,Morning,Debit,0,2,0.4026693070420787,0
3820,In-Person,Domestic,Afternoon,Credit,1,7,0.38115734440553917,0
1906,In-Person,International,Night,Credit,0,7,0.17004935444650443,0
1519,In-Person,International,Morning,Credit,0,6,0.8220501829172787,0
4222,Online,Domestic,Afternoon,Credit,0,8,0.4323313628697468,0
1588,In-Person,International,Morning,Credit,1,4,0.7359731317468559,0
889,In-Person,International,Morning,Debit,0,9,0.35193201160555243,0
2172,In-Person,Domestic,Morning,Debit,0,8,0.6418146824629702,0
1582,In-Person,Domestic,Afternoon,Debit,1,3,0.13120624160269045,0
1658,In-Person,Domestic,Morning,Debit,1,3,0.19543452502030256,0
4749,In-Person,Domestic,Morning,Debit,0,9,0.42807673770224364,0
1369,Online,International,Morning,Credit,0,9,0.3418631021033176,0
4441,Online,Domestic,Night,Debit,0,5,0.41806285093610196,0
2979,In-Person,International,Afternoon,Credit,0,1,0.9376229400018153,0
3970,Online,International,Night,Credit,1,3,0.16651070373551763,0
3821,Online,International,Morning,Debit,0,5,0.5164577424577496,0
4252,In-Person,Domestic,Morning,Debit,1,4,0.2784309616344154,0
4227,Online,Domestic,Night,Credit,1,4,0.4202546664181993,0
90,In-Person,International,Morning,Credit,0,1,0.7093313951782675,0
2742,Online,International,Night,Debit,1,6,0.9756452153011601,0
2719,In-Person,Domestic,Morning,Debit,0,4,0.7252549354183438,0
2432,Online,International,Morning,Credit,1,1,0.8963599873318654,0
3651,Online,International,Morning,Credit,1,6,0.23253279912963892,0
4609,Online,International,Morning,Debit,1,5,0.2632524529793407,0
677,Online,International,Afternoon,Debit,0,5,0.8890916318128783,0
2506,In-Person,International,Afternoon,Debit,1,2,0.6467701078345581,0
3509,Online,International,Afternoon,Credit,1,1,0.8129074444228309,0
3508,In-Person,International,Night,Credit,1,7,0.3005738272865842,1
1454,In-Person,International,Night,Credit,1,5,0.41373547741200223,0
1355,Online,Domestic,Night,Credit,1,3,0.17293107492321352,0
1199,Online,Domestic,Night,Debit,1,6,0.9060269042190318,0
468,In-Person,International,Afternoon,Debit,0,3,0.9607198821832366,0
1222,Online,International,Night,Credit,1,6,0.8717174627889805,0
4569,In-Person,Domestic,Night,Credit,1,6,0.49346228275418313,0
921,Online,Domestic,Night,Debit,0,9,0.40702124002844187,0
1035,In-Person,Domestic,Morning,Credit,1,8,0.5163406968332896,0
2421,Online,International,Night,Debit,1,1,0.6738557527065112,0
81,Online,Domestic,Morning,Debit,0,7,0.48835660929429336,0
2695,In-Person,Domestic,Night,Credit,0,9,0.47945825037802225,0
1203,In-Person,International,Night,Credit,1,2,0.4879351840435996,0
1858,In-Person,Domestic,Morning,Debit,1,9,0.7701194645327187,0
2394,Online,International,Night,Debit,1,6,0.808111783226809,0
2032,Online,Domestic,Morning,Credit,1,3,0.883484490055423,0
3751,Online,Domestic,Night,Credit,0,8,0.31868854662364354,0
4758,Online,Domestic,Night,Credit,1,7,0.24175428110755715,0
1308,In-Person,Domestic,Morning,Debit,0,8,0.4106151243755204,0
4112,In-Person,Domestic,Afternoon,Credit,1,8,0.4784032031785933,0
914,Online,International,Morning,Debit,0,7,0.7316808928245683,0
3036,Online,International,Afternoon,Debit,1,1,0.7821373904664712,0
2038,Online,Domestic,Morning,Credit,0,8,0.9857375801582774,0
4721,In-Person,International,Afternoon,Debit,0,5,0.4404003659225547,0
2630,In-Person,Domestic,Night,Credit,0,2,0.4622678460868914,0
2656,Online,Domestic,Afternoon,Credit,0,2,0.5878719767685466,0
4875,In-Person,Domestic,Night,Credit,0,2,0.8383019300426874,0
2299,Online,Domestic,Morning,Credit,1,9,0.6948406079202608,0
3882,Online,Domestic,Afternoon,Credit,1,5,0.6153934824841769,0
1495,In-Person,International,Night,Debit,1,3,0.683309766677208,0
3161,In-Person,International,Morning,Credit,0,6,0.5180053527636818,0
1450,In-Person,International,Afternoon,Debit,0,9,0.7831482121565732,0
775,In-Person,International,Night,Credit,1,9,0.1677661399485103,0
4489,Online,Domestic,Afternoon,Credit,0,9,0.5581215786291119,0
2448,In-Person,International,Afternoon,Credit,0,4,0.8259198859792825,0
4102,In-Person,Domestic,Night,Credit,0,5,0.3722671697408517,0
4793,In-Person,Domestic,Night,Debit,0,1,0.8590744366404051,0
1159,In-Person,International,Morning,Credit,1,6,0.804549016094336,0
3575,Online,International,Night,Credit,1,2,0.6226022315995776,0
4152,Online,Domestic,Night,Credit,1,7,0.3269337206549785,0
1982,In-Person,Domestic,Afternoon,Debit,0,4,0.8749667941443399,0
2676,In-Person,Domestic,Night,Credit,1,4,0.1269719881006811,0
473,Online,International,Afternoon,Debit,0,9,0.6332619125932213,0
4228,Online,Domestic,Afternoon,Credit,1,1,0.8043082004579437,0
2191,In-Person,Domestic,Night,Credit,1,6,0.536862586649496,0
1652,Online,Domestic,Night,Credit,0,2,0.19257051316809745,0
3898,Online,Domestic,Night,Credit,1,6,0.8505834210695444,0
850,Online,International,Night,Credit,0,7,0.918179264002999,0
2664,Online,International,Morning,Credit,1,3,0.6069787241289532,0
4128,In-Person,Domestic,Afternoon,Credit,1,4,0.8084391877916238,0
575,Online,International,Morning,Debit,1,2,0.6496433080933526,0
974,Online,Domestic,Morning,Credit,1,7,0.6159546548068012,0
2292,In-Person,International,Afternoon,Credit,1,9,0.21769479883918197,0
1005,In-Person,International,Morning,Debit,1,5,0.49311335174735915,0
1197,In-Person,International,Night,Credit,0,5,0.7109143747324385,0
4931,Online,International,Night,Credit,1,9,0.5090347557113154,0
4321,In-Person,Domestic,Night,Debit,1,8,0.6559880893400448,0
3264,Online,Domestic,Night,Credit,0,1,0.905327814852495,0
666,In-Person,Domestic,Afternoon,Credit,0,2,0.4295994685088488,0
2992,Online,International,Night,Debit,1,7,0.8456379635201711,0
1123,In-Person,International,Afternoon,Debit,1,3,0.12614066561478657,0
4416,In-Person,Domestic,Afternoon,Credit,0,6,0.8673960477787548,0
566,Online,International,Afternoon,Debit,1,1,0.19600956670083095,0
3029,In-Person,International,Afternoon,Debit,1,8,0.38929665148499193,0
2314,In-Person,Domestic,Morning,Debit,1,2,0.5621002398363617,0
2590,In-Person,International,Morning,Credit,0,1,0.6850316267214707,0
61,In-Person,Domestic,Night,Credit,1,2,0.9578007716480874,0
1371,In-Person,International,Afternoon,Debit,0,8,0.3763273269059688,0
1204,Online,Domestic,Night,Debit,1,5,0.1768138816499049,0
4029,Online,International,Night,Debit,0,9,0.5129520467162891,0
3148,In-Person,International,Night,Debit,0,3,0.4107413806395387,0
1658,In-Person,International,Night,Credit,1,8,0.6401072077444996,0
681,Online,International,Afternoon,Credit,0,4,0.9305042788230936,0
787,Online,International,Afternoon,Credit,0,7,0.679022295213829,0
4937,In-Person,Domestic,Morning,Credit,1,8,0.6202128307132461,0
2289,Online,International,Afternoon,Debit,0,3,0.32147612340273274,0
3032,In-Person,Domestic,Afternoon,Credit,0,3,0.3382877710936999,0
1870,In-Person,Domestic,Night,Debit,0,1,0.49246830431459354,0
3149,In-Person,Domestic,Afternoon,Debit,0,8,0.9021631455028873,0
1084,In-Person,International,Night,Debit,1,2,0.6215353482282683,0
1726,Online,Domestic,Afternoon,Debit,1,7,0.5451829904225224,0
1293,Online,International,Morning,Credit,1,7,0.5882927688309618,0
4696,Online,International,Night,Debit,0,7,0.8504040171670768,0
1996,In-Person,International,Afternoon,Debit,1,4,0.7101048964274509,0
2643,Online,Domestic,Afternoon,Debit,0,7,0.9346824942084513,0
1011,In-Person,International,Night,Debit,1,8,0.6235667948561612,0
1056,In-Person,International,Morning,Credit,0,9,0.2764257427412832,0
2186,Online,International,Morning,Debit,1,7,0.11685326254369958,0
2348,In-Person,Domestic,Afternoon,Credit,0,6,0.3854025161697673,0
1865,In-Person,Domestic,Afternoon,Debit,0,5,0.15646242279062322,0
510,In-Person,Domestic,Afternoon,Credit,0,7,0.4663585279065514,0
2243,Online,Domestic,Night,Debit,0,2,0.2691011528923568,0
4584,In-Person,International,Night,Debit,1,5,0.46442193713301083,0
2549,Online,Domestic,Night,Credit,0,8,0.45928294509116185,0
4618,In-Person,International,Afternoon,Credit,0,6,0.348642162557565,0
3724,Online,Domestic,Morning,Credit,0,6,0.6875374849986304,0
2342,In-Person,International,Night,Debit,1,1,0.49009043140569364,0
610,Online,Domestic,Morning,Credit,1,2,0.9041106760236317,0
4294,Online,Domestic,Afternoon,Credit,1,3,0.16847236772365964,0
998,In-Person,Domestic,Night,Debit,0,7,0.4695612293672248,0
1891,In-Person,International,Night,Credit,0,6,0.7983546798842123,0
4493,In-Person,International,Night,Debit,1,5,0.5450817544745838,0
1764,In-Person,Domestic,Afternoon,Debit,0,9,0.9694731453965967,0
2474,Online,Domestic,Afternoon,Credit,1,7,0.2573406734458268,0
2233,In-Person,Domestic,Afternoon,Debit,0,9,0.384421775119443,0
4492,Online,Domestic,Morning,Debit,0,3,0.20453865233216267,0
1504,In-Person,Domestic,Morning,Debit,1,8,0.322056686569167,0
862,Online,Domestic,Night,Debit,0,9,0.7052790267068088,0
461,Online,International,Night,Credit,0,2,0.5382513975914777,0
2334,Online,International,Afternoon,Credit,0,4,0.24586050674092524,0
1768,In-Person,International,Afternoon,Debit,1,2,0.5272255623916658,0
4318,In-Person,International,Afternoon,Credit,0,7,0.8626613129785772,0
3363,Online,International,Night,Debit,0,4,0.49584327193787725,0
4146,Online,International,Afternoon,Credit,0,6,0.1118930760941133,0
4705,Online,Domestic,Morning,Credit,0,8,0.1494293849913432,0
3348,Online,Domestic,Morning,Debit,1,6,0.49430830027976147,0
2598,Online,Domestic,Night,Debit,1,4,0.6339206131447742,0
1792,In-Person,Domestic,Night,Debit,1,6,0.8978797141608182,0
3530,Online,Domestic,Morning,Debit,0,1,0.9837653637863479,0
1789,In-Person,International,Afternoon,Credit,1,6,0.9823384987619245,0
3142,In-Person,International,Night,Debit,1,8,0.6021045808625155,0
3583,In-Person,International,Night,Credit,0,4,0.132157382398167,0
3228,Online,International,Night,Credit,0,9,0.2921339121631538,0
3767,Online,International,Morning,Debit,0,6,0.4908985438920338,1
4026,Online,Domestic,Night,Credit,1,6,0.891708364360836,0
2847,Online,International,Morning,Debit,0,4,0.11940301420079906,0
2391,In-Person,International,Morning,Debit,1,8,0.5584054915873602,0
4249,In-Person,International,Afternoon,Credit,0,5,0.6881189224341789,0
3946,In-Person,Domestic,Afternoon,Debit,1,1,0.3594068497837949,0
4438,Online,Domestic,Afternoon,Debit,0,7,0.38411053382885696,0
1429,Online,Domestic,Night,Debit,0,8,0.44958432549752536,0
4160,Online,Domestic,Morning,Credit,1,6,0.34713484419699875,0
1340,Online,Domestic,Night,Credit,0,7,0.4934695821670464,0
2927,Online,Domestic,Morning,Debit,1,7,0.24228365386850723,0
1456,Online,International,Night,Debit,0,4,0.2793987057204244,0
1450,In-Person,International,Morning,Credit,1,4,0.1334225399609716,0
3754,In-Person,International,Afternoon,Credit,1,1,0.47018318629878175,0
2854,Online,Domestic,Afternoon,Debit,0,2,0.7366044270960614,0
4185,In-Person,Domestic,Night,Credit,0,3,0.5555369774932767,0
874,In-Person,Domestic,Morning,Debit,0,5,0.5775920101702633,0
481,In-Person,Domestic,Afternoon,Debit,1,9,0.5049517177980187,0
1512,In-Person,International,Morning,Debit,1,5,0.6263620327894598,0
4694,Online,Domestic,Night,Credit,1,6,0.306708720338595,0
1420,In-Person,Domestic,Afternoon,Credit,1,7,0.28676421984458744,0
3780,Online,Domestic,Night,Credit,1,4,0.9477679918255856,0
1915,Online,Domestic,Night,Debit,1,8,0.5053684638614593,0
4669,In-Person,Domestic,Morning,Credit,1,6,0.8444582280877686,0
4011,Online,International,Night,Credit,0,1,0.9251485771262219,0
3514,In-Person,Domestic,Night,Debit,1,6,0.6533950642309891,0
3493,Online,Domestic,Morning,Credit,0,2,0.3689139418228403,0
4572,Online,International,Morning,Debit,1,4,0.7118228901763605,0
608,In-Person,Domestic,Night,Debit,1,4,0.48782250409427597,0
1001,In-Person,Domestic,Afternoon,Credit,1,5,0.9757612910826122,0
1942,Online,International,Afternoon,Credit,0,2,0.8301606478391205,0
2794,In-Person,International,Morning,Debit,1,6,0.8334503409906994,0
3051,Online,International,Night,Credit,1,3,0.6298201104017518,0
76,In-Person,International,Afternoon,Credit,1,9,0.10757398874005648,0
3408,Online,International,Morning,Credit,0,6,0.8486386498014862,0
2760,Online,International,Morning,Debit,0,3,0.12283470413766959,0
479,Online,International,Morning,Debit,1,3,0.21012225492369335,0
1734,Online,International,Night,Credit,1,5,0.8548022076784808,0
3995,Online,International,Morning,Debit,1,6,0.2969154755497282,0
1641,In-Person,International,Afternoon,Credit,0,4,0.8570135320518013,0
784,Online,Domestic,Night,Credit,1,5,0.31271579909546676,0
3022,In-Person,International,Afternoon,Credit,1,3,0.793637487939913,0
2513,In-Person,International,Afternoon,Credit,1,4,0.587958774684593,0
1496,Online,International,Afternoon,Debit,0,8,0.7038944773032452,0
4029,Online,International,Night,Credit,1,8,0.8542732162370057,0
4237,In-Person,International,Afternoon,Debit,1,1,0.9856255731678674,0
939,Online,Domestic,Morning,Debit,0,4,0.17712262953152208,0
3022,Online,Domestic,Morning,Credit,1,2,0.7168449604414747,0
1515,In-Person,Domestic,Afternoon,Credit,1,4,0.9628529329553692,0
4739,In-Person,International,Morning,Debit,1,5,0.43641606207445516,0
2954,In-Person,International,Night,Credit,0,1,0.4003703511286294,0
2829,In-Person,Domestic,Night,Credit,0,5,0.7119792900794722,0
1194,In-Person,International,Morning,Debit,1,7,0.46175595102438527,0
298,In-Person,International,Morning,Debit,0,5,0.2930144647419073,0
1821,Online,Domestic,Night,Debit,1,7,0.2453203772259324,1
537,In-Person,International,Afternoon,Credit,1,9,0.27336719228121387,0
926,In-Person,International,Night,Credit,0,8,0.7338799266937422,0
1718,Online,International,Afternoon,Debit,0,1,0.9268255963843308,0
3584,Online,International,Morning,Debit,0,2,0.8254123282033615,0
3329,Online,International,Morning,Credit,1,6,0.5033814810005854,0
1416,Online,International,Afternoon,Debit,1,5,0.5757410362269254,0
1251,Online,International,Afternoon,Debit,1,1,0.6581560917670779,0
3143,Online,Domestic,Night,Credit,1,2,0.6219519683524154,0
808,In-Person,Domestic,Afternoon,Debit,0,3,0.9716254711808098,0
1533,Online,International,Morning,Credit,1,5,0.8980237683796359,0
4117,Online,International,Morning,Debit,0,7,0.13918616435105718,0
4938,Online,Domestic,Morning,Credit,1,6,0.8521892629699929,0
2898,Online,Domestic,Afternoon,Credit,1,3,0.20265486547172062,0
2700,In-Person,Domestic,Afternoon,Debit,0,6,0.7211885834703939,0
4101,Online,Domestic,Morning,Debit,0,4,0.3570850113775478,0
1251,Online,Domestic,Afternoon,Debit,1,3,0.796045062332943,0
700,In-Person,Domestic,Night,Credit,0,4,0.10774561579865416,0
537,In-Person,Domestic,Night,Debit,1,8,0.4440446249722906,0
1505,In-Person,International,Afternoon,Credit,1,1,0.11937008360066959,0
3835,Online,Domestic,Afternoon,Debit,1,3,0.9581770198042939,0
2903,In-Person,Domestic,Morning,Credit,1,8,0.11382842849990593,0
902,In-Person,Domestic,Afternoon,Debit,0,9,0.23976094360491546,0
396,In-Person,International,Morning,Credit,0,3,0.585345507058695,0
1259,Online,International,Night,Credit,0,9,0.6815359929410364,0
2538,Online,International,Afternoon,Credit,0,4,0.756092133219492,0
4513,In-Person,Domestic,Night,Credit,1,4,0.3222121163187778,0
3538,Online,Domestic,Afternoon,Credit,1,7,0.37089550525386816,0
907,Online,Domestic,Afternoon,Credit,0,6,0.31591261200938836,0
720,Online,International,Morning,Debit,0,3,0.31966554007587894,0
3705,Online,International,Morning,Credit,0,8,0.8036136229357874,0
2696,Online,International,Afternoon,Debit,1,5,0.9531989168505923,0
4522,In-Person,International,Afternoon,Debit,0,2,0.6362226420417028,0
425,In-Person,International,Morning,Debit,1,3,0.24168753116358768,0
1481,In-Person,International,Night,Debit,0,7,0.15888953941154993,0
4190,In-Person,Domestic,Afternoon,Debit,0,9,0.315258912681242,0
4272,Online,International,Morning,Debit,1,1,0.260014971873495,0
2441,In-Person,International,Afternoon,Debit,1,6,0.6206690493626895,0
2525,In-Person,International,Morning,Credit,0,9,0.7281376001054111,0
1105,Online,International,Night,Debit,0,7,0.10413170296797722,0
819,Online,Domestic,Afternoon,Debit,1,3,0.49565832630382345,0
3054,Online,Domestic,Afternoon,Credit,1,7,0.6606813297711814,0
1002,Online,International,Night,Credit,1,2,0.27358811778603387,0
1291,In-Person,Domestic,Afternoon,Debit,1,2,0.9108737509803154,0
4380,Online,Domestic,Afternoon,Credit,1,1,0.5941110432055656,0
1783,Online,Domestic,Afternoon,Debit,0,3,0.410858000694883,0
3571,Online,Domestic,Morning,Credit,1,1,0.11680805327836642,0
3826,Online,Domestic,Morning,Debit,0,8,0.5358761781428865,0
1766,Online,Domestic,Afternoon,Credit,1,8,0.4023514295491398,1
2383,Online,Domestic,Night,Debit,1,4,0.9725916627937868,0
2586,In-Person,International,Night,Credit,0,1,0.44087946726562577,0
901,In-Person,Domestic,Afternoon,Debit,0,2,0.9289066738943684,0
4194,In-Person,International,Morning,Credit,1,2,0.7174489478171258,0
717,Online,Domestic,Morning,Credit,1,2,0.16656675177617514,0
2407,Online,Domestic,Afternoon,Credit,1,9,0.9394484297856162,0
4492,In-Person,Domestic,Morning,Credit,0,7,0.2516035812006744,0
2144,In-Person,International,Morning,Credit,0,9,0.5032212105050816,0
2364,In-Person,Domestic,Night,Debit,1,2,0.9307036196392123,0
4545,In-Person,International,Afternoon,Debit,0,5,0.8456588979215414,0
986,Online,Domestic,Morning,Debit,1,1,0.5388236158393707,0
744,In-Person,Domestic,Morning,Credit,0,2,0.28622848753597263,0
2478,Online,International,Morning,Credit,1,4,0.5583349437842322,0
2550,Online,Domestic,Afternoon,Credit,1,1,0.5928709375408379,0
642,Online,Domestic,Afternoon,Debit,1,8,0.9972429566412118,0
4278,In-Person,Domestic,Morning,Debit,0,6,0.8416281583739879,0
4109,In-Person,International,Night,Debit,1,1,0.8751853215599927,0
2911,In-Person,Domestic,Night,Credit,1,9,0.9875686822818214,0
1673,Online,Domestic,Afternoon,Credit,0,1,0.5709874136517404,0
2025,Online,Domestic,Night,Credit,0,4,0.6267038400379031,0
3191,In-Person,International,Morning,Debit,1,5,0.5089997952776265,0
4073,Online,Domestic,Afternoon,Credit,1,9,0.2129086390278802,0
2640,In-Person,International,Afternoon,Credit,1,2,0.572731051116563,0
3882,Online,Domestic,Night,Credit,1,9,0.624329996284527,0
1064,Online,Domestic,Afternoon,Debit,0,1,0.31354493061848066,0
390,Online,International,Night,Debit,1,4,0.8045418772420163,0
3092,Online,International,Night,Debit,0,7,0.21203409526437023,0
2401,Online,International,Morning,Credit,1,4,0.5517993245289801,0
1602,Online,International,Night,Credit,1,8,0.6964417762761556,0
4271,Online,International,Night,Debit,1,7,0.1494381883821741,0
2757,In-Person,Domestic,Afternoon,Credit,0,6,0.8236479786691365,0
2399,Online,Domestic,Morning,Credit,0,5,0.37373877374048525,0
3563,Online,International,Morning,Credit,0,3,0.7459742870863096,0
3037,In-Person,Domestic,Night,Debit,1,8,0.19738832627923647,0
1217,In-Person,Domestic,Afternoon,Debit,0,4,0.6582687482339722,0
3863,In-Person,International,Afternoon,Debit,1,8,0.6014909110727295,0
554,In-Person,International,Afternoon,Credit,1,1,0.2350023335737228,0
3091,Online,International,Morning,Debit,1,2,0.6622704056783405,0
3673,Online,Domestic,Morning,Debit,1,2,0.7221917612938517,0
2249,In-Person,International,Night,Debit,1,6,0.5486521105301541,0
2377,Online,Domestic,Night,Debit,1,5,0.6207190887936265,0
3783,In-Person,International,Afternoon,Debit,1,7,0.8986776016608269,0
2637,Online,International,Night,Credit,1,2,0.7279327130123878,0
3941,Online,International,Afternoon,Credit,0,9,0.9153591970026055,0
2484,Online,International,Morning,Credit,1,2,0.5971095583410696,0
3140,Online,Domestic,Night,Credit,0,1,0.2573677549064684,0
3517,Online,Domestic,Afternoon,Credit,1,2,0.32166170831101926,0
106,In-Person,Domestic,Morning,Credit,1,3,0.25876950830301393,0
3868,Online,International,Afternoon,Debit,1,6,0.4017236949156415,0
2718,Online,Domestic,Night,Credit,1,7,0.5297825351083988,0
3346,Online,Domestic,Afternoon,Credit,0,6,0.3303383433315722,0
466,Online,Domestic,Morning,Credit,0,1,0.5280712758917733,0
4378,Online,International,Night,Credit,0,9,0.42792227425613627,0
2997,In-Person,Domestic,Morning,Credit,0,8,0.5998125381563577,0
4098,Online,International,Night,Credit,0,2,0.48566239611908857,0
3894,In-Person,International,Afternoon,Credit,0,1,0.49068352682309857,0
1041,Online,Domestic,Morning,Credit,1,7,0.541559065578938,0
217,Online,Domestic,Morning,Debit,1,3,0.9890877075222769,0
1947,In-Person,International,Afternoon,Credit,0,3,0.600893603478901,0
1156,Online,International,Morning,Credit,0,9,0.7510039599415925,0
4309,Online,International,Morning,Credit,0,2,0.475071032146263,0
2574,In-Person,Domestic,Morning,Credit,1,5,0.3932641515983484,0
452,Online,International,Morning,Credit,1,4,0.9249194780147827,0
4794,In-Person,International,Afternoon,Debit,1,1,0.7681242950824138,0
842,In-Person,International,Morning,Debit,1,6,0.6241867891819421,0
1471,In-Person,Domestic,Morning,Debit,1,6,0.40278816427860475,0
